time,acc_x,acc_y,acc_z
15:14:37.424,-0.36157,0.13135,0.94336;
15:14:37.504,-0.36816,0.13525,0.93237;
15:14:37.584,-0.35742,0.13354,0.93848;
15:14:37.664,-0.35718,0.13086,0.94531;
15:14:37.744,-0.36865,0.12402,0.94336;
15:14:37.824,-0.36401,0.12036,0.94702;
15:14:37.904,-0.35693,0.12207,0.94409;
15:14:37.984,-0.34546,0.13721,0.94458;
15:14:38.064,-0.34473,0.14771,0.94189;
15:14:38.144,-0.35181,0.15088,0.95044;
15:14:38.224,-0.34448,0.14014,0.95459;
15:14:38.304,-0.33911,0.12988,0.94873;
15:14:38.384,-0.33984,0.13916,0.95068;
15:14:38.464,-0.34106,0.14331,0.94897;
15:14:38.544,-0.33911,0.14502,0.95068;
15:14:38.624,-0.34253,0.14185,0.94873;
15:14:38.704,-0.34351,0.13721,0.94604;
15:14:38.784,-0.34277,0.13550,0.94946;
15:14:38.864,-0.34546,0.13745,0.94971;
15:14:38.944,-0.34033,0.14185,0.94922;
15:14:39.024,-0.34253,0.14185,0.94897;
15:14:39.104,-0.34204,0.14355,0.94873;
15:14:39.184,-0.34131,0.14111,0.94849;
15:14:39.264,-0.34351,0.13794,0.95020;
15:14:39.344,-0.34082,0.13672,0.95020;
15:14:39.424,-0.34253,0.13721,0.94995;
15:14:39.504,-0.34375,0.13892,0.95044;
15:14:39.584,-0.34961,0.13940,0.94482;
15:14:39.664,-0.34668,0.13452,0.94824;
15:14:39.744,-0.35010,0.13623,0.94556;
15:14:39.824,-0.35181,0.14209,0.94360;
15:14:39.904,-0.35986,0.14966,0.93677;
15:14:39.984,-0.36548,0.14429,0.93506;
15:14:40.064,-0.33936,0.13477,0.95483;
15:14:40.144,-0.35083,0.15649,0.94409;
15:14:40.224,-0.36890,0.16772,0.93311;
15:14:40.304,-0.37451,0.18726,0.91064;
15:14:40.384,-0.45825,0.26685,0.82935;
15:14:40.464,-0.52759,0.38013,0.68652;
15:14:40.544,-0.50513,0.60840,0.48926;
15:14:40.624,-0.38110,1.17480,0.69946;
15:14:40.704,-0.48950,1.42773,0.53931;
15:14:40.784,-0.38013,0.88599,0.47363;
15:14:40.864,0.16479,0.30103,-0.02246;
15:14:40.944,0.25562,0.88086,-0.49487;
15:14:41.024,0.00439,1.02368,-0.58740;
15:14:41.104,-0.07837,0.68140,-0.87817;
15:14:41.184,-0.18286,0.84888,-0.77002;
15:14:41.264,-0.26489,0.83179,-0.76074;
15:14:41.344,-0.20264,0.78882,-0.70410;
15:14:41.424,-0.12231,0.66748,-0.70313;
15:14:41.504,-0.10376,0.74170,-0.72241;
15:14:41.584,-0.09326,0.76196,-0.72510;
15:14:41.664,-0.09302,0.73242,-0.70410;
15:14:41.744,-0.13721,0.73438,-0.66333;
15:14:41.824,-0.12500,0.74805,-0.68506;
15:14:41.904,-0.12354,0.74194,-0.67212;
15:14:41.984,-0.12280,0.74829,-0.67627;
15:14:42.064,-0.12109,0.74316,-0.67822;
15:14:42.144,-0.12451,0.74731,-0.67798;
15:14:42.224,-0.12744,0.73853,-0.68115;
15:14:42.304,-0.12744,0.74048,-0.68311;
15:14:42.384,-0.12646,0.74023,-0.68091;
15:14:42.464,-0.12793,0.73999,-0.68359;
15:14:42.544,-0.12671,0.73950,-0.68311;
15:14:42.624,-0.12671,0.74243,-0.68042;
15:14:42.704,-0.12671,0.74146,-0.68311;
15:14:42.784,-0.12402,0.74219,-0.68042;
15:14:42.864,-0.12451,0.74146,-0.68115;
15:14:42.944,-0.12256,0.74146,-0.68311;
15:14:43.024,-0.12158,0.74268,-0.68164;
15:14:43.104,-0.12256,0.74023,-0.68262;
15:14:43.184,-0.12378,0.74170,-0.67822;
15:14:43.264,-0.11597,0.74829,-0.67603;
15:14:43.344,-0.11963,0.74536,-0.67798;
15:14:43.424,-0.12354,0.74268,-0.68018;
15:14:43.504,-0.11963,0.74390,-0.68140;
15:14:43.584,-0.11499,0.74780,-0.68213;
15:14:43.664,-0.11719,0.74561,-0.68823;
15:14:43.744,-0.12329,0.72681,-0.70801;
15:14:43.824,-0.12354,0.70068,-0.72900;
15:14:43.904,-0.11987,0.66650,-0.76563;
15:14:43.984,-0.15674,0.60010,-0.75952;
15:14:44.064,-0.17041,0.52466,-0.81250;
15:14:44.144,-0.14502,0.60815,-0.80322;
15:14:44.224,-0.13184,0.64453,-0.77393;
15:14:44.304,-0.12598,0.62427,-0.80933;
15:14:44.384,-0.13086,0.66284,-0.76807;
15:14:44.464,-0.15723,0.55542,-0.80078;
15:14:44.544,-0.14648,0.58984,-0.80371;
15:14:44.624,-0.13599,0.62061,-0.79370;
15:14:44.704,-0.14575,0.59424,-0.79956;
15:14:44.784,-0.14063,0.61865,-0.78979;
15:14:44.864,-0.14233,0.60791,-0.79272;
15:14:44.944,-0.14087,0.61768,-0.78467;
15:14:45.024,-0.14624,0.61328,-0.78149;
15:14:45.104,-0.13770,0.63477,-0.77588;
15:14:45.184,-0.13452,0.64575,-0.76440;
15:14:45.264,-0.13159,0.65283,-0.76538;
15:14:45.344,-0.13525,0.63574,-0.77661;
15:14:45.424,-0.14307,0.62500,-0.77051;
15:14:45.504,-0.14282,0.62451,-0.77173;
15:14:45.584,-0.14404,0.63208,-0.75684;
15:14:45.664,-0.15332,0.65137,-0.75098;
15:14:45.744,-0.13867,0.63184,-0.78540;
15:14:45.824,-0.14551,0.62012,-0.78857;
15:14:45.904,-0.13940,0.63623,-0.78247;
15:14:45.984,-0.14136,0.56494,-0.83569;
15:14:46.064,-0.15698,0.55664,-0.80640;
15:14:46.144,-0.19556,0.52246,-0.81665;
15:14:46.224,-0.13501,0.57275,-0.82300;
15:14:46.304,-0.13330,0.60034,-0.80420;
15:14:46.384,-0.14453,0.61206,-0.80176;
15:14:46.464,-0.15576,0.62109,-0.78296;
15:14:46.544,-0.18579,0.63623,-0.78784;
15:14:46.624,-0.28540,0.65356,-0.78687;
15:14:46.704,-0.24683,0.67725,-0.77979;
15:14:46.784,-0.18091,0.65771,-0.68384;
15:14:46.864,-0.16992,0.69580,-0.47656;
15:14:46.944,-0.12207,0.78247,-0.40088;
15:14:47.024,-0.12500,0.94336,-0.37231;
15:14:47.104,0.01685,1.01880,-0.44507;
15:14:47.184,-0.06152,1.01831,-0.66382;
15:14:47.264,-0.32251,0.39209,-1.02002;
15:14:47.344,-0.30005,0.41431,-0.70923;
15:14:47.424,-0.48071,0.46265,-0.70361;
15:14:47.504,-0.58496,0.25586,-0.90405;
15:14:47.584,-0.59131,0.30664,-0.71509;
15:14:47.664,-0.60278,0.18945,-0.78760;
15:14:47.744,-0.52051,0.31079,-0.74902;
15:14:47.824,-0.61133,0.30103,-0.81006;
15:14:47.904,-0.60181,0.35571,-0.76270;
15:14:47.984,-0.59082,0.35156,-0.72974;
15:14:48.064,-0.59204,0.38989,-0.76587;
15:14:48.144,-0.56250,0.29663,-0.76465;
15:14:48.224,-0.59546,0.28638,-0.72314;
15:14:48.304,-0.60498,0.30200,-0.71167;
15:14:48.384,-0.57739,0.30737,-0.70752;
15:14:48.464,-0.58862,0.34497,-0.74292;
15:14:48.544,-0.60522,0.35278,-0.73071;
15:14:48.624,-0.61377,0.34009,-0.69141;
15:14:48.704,-0.60571,0.35645,-0.72754;
15:14:48.784,-0.61890,0.35352,-0.71338;
15:14:48.864,-0.64526,0.35840,-0.69214;
15:14:48.944,-0.64624,0.35376,-0.69604;
15:14:49.024,-0.64941,0.28027,-0.74585;
15:14:49.104,-0.59961,0.21167,-0.78979;
15:14:49.184,-0.49438,0.24951,-0.77832;
15:14:49.264,-0.46948,0.28320,-0.78027;
15:14:49.344,-0.55347,0.27930,-0.75342;
15:14:49.424,-0.53540,0.35425,-0.76318;
15:14:49.504,-0.47656,0.39697,-0.76245;
15:14:49.584,-0.51782,0.44971,-0.75269;
15:14:49.664,-0.54370,0.48389,-0.74438;
15:14:49.744,-0.51074,0.48584,-0.71558;
15:14:49.824,-0.48926,0.51611,-0.71265;
15:14:49.904,-0.50000,0.55835,-0.70361;
15:14:49.984,-0.50244,0.54688,-0.69678;
15:14:50.064,-0.48828,0.54175,-0.67407;
15:14:50.144,-0.44946,0.56299,-0.68042;
15:14:50.224,-0.45459,0.59521,-0.65039;
15:14:50.304,-0.45654,0.63452,-0.66309;
15:14:50.384,-0.46631,0.62891,-0.65210;
15:14:50.464,-0.46411,0.63354,-0.64868;
15:14:50.544,-0.44873,0.63843,-0.65576;
15:14:50.624,-0.45825,0.57764,-0.65430;
15:14:50.704,-0.47681,0.57642,-0.63770;
15:14:50.784,-0.46997,0.62891,-0.63428;
15:14:50.864,-0.46606,0.64209,-0.62939;
15:14:50.944,-0.46997,0.64966,-0.61743;
15:14:51.024,-0.47095,0.65479,-0.61694;
15:14:51.104,-0.47217,0.65088,-0.59961;
15:14:51.184,-0.46997,0.66162,-0.60742;
15:14:51.264,-0.46948,0.66016,-0.59717;
15:14:51.344,-0.46265,0.65796,-0.58740;
15:14:51.424,-0.47510,0.67871,-0.58496;
15:14:51.504,-0.47778,0.68799,-0.57324;
15:14:51.584,-0.47656,0.69653,-0.55859;
15:14:51.664,-0.48511,0.69482,-0.54614;
15:14:51.744,-0.48706,0.70752,-0.54468;
15:14:51.824,-0.48853,0.71069,-0.53735;
15:14:51.904,-0.50488,0.69214,-0.53418;
15:14:51.984,-0.50464,0.68237,-0.53174;
15:14:52.064,-0.49854,0.68066,-0.53442;
15:14:52.144,-0.50171,0.68433,-0.54028;
15:14:52.224,-0.51953,0.70947,-0.58765;
15:14:52.304,-0.58228,0.68408,-0.61694;
15:14:52.384,-0.45923,0.88257,-0.54419;
15:14:52.464,-0.22266,1.13403,-0.37549;
15:14:52.544,-0.04126,1.01270,-0.31323;
15:14:52.624,-0.00977,0.82764,-0.46948;
15:14:52.704,-0.04614,0.68970,-0.54639;
15:14:52.784,-0.03271,0.64624,-0.56445;
15:14:52.864,-0.08374,0.69092,-0.57520;
15:14:52.944,-0.15820,0.67480,-0.57837;
15:14:53.024,-0.25171,0.77271,-0.67896;
15:14:53.104,-0.24609,0.81079,-0.69312;
15:14:53.184,-0.12427,0.77319,-0.68799;
15:14:53.264,-0.06958,0.75317,-0.70020;
15:14:53.344,-0.11230,0.71216,-0.69604;
15:14:53.424,-0.11719,0.73682,-0.70264;
15:14:53.504,-0.11377,0.71289,-0.71313;
15:14:53.584,-0.11816,0.71777,-0.71948;
15:14:53.664,-0.11670,0.71899,-0.70923;
15:14:53.744,-0.11890,0.69824,-0.71948;
15:14:53.824,-0.11157,0.73267,-0.69971;
15:14:53.904,-0.11646,0.73926,-0.69287;
15:14:53.984,-0.11401,0.73022,-0.69604;
15:14:54.064,-0.11548,0.73242,-0.69775;
15:14:54.144,-0.11646,0.73364,-0.69629;
15:14:54.224,-0.11499,0.73975,-0.69043;
15:14:54.304,-0.11621,0.73877,-0.68921;
15:14:54.384,-0.11523,0.73779,-0.69116;
15:14:54.464,-0.11572,0.73584,-0.68945;
15:14:54.544,-0.10718,0.75684,-0.66821;
15:14:54.624,-0.11035,0.76367,-0.66748;
15:14:54.704,-0.11279,0.74976,-0.67529;
15:14:54.784,-0.11694,0.74023,-0.67578;
15:14:54.864,-0.11743,0.74268,-0.68018;
15:14:54.944,-0.11816,0.74341,-0.67773;
15:14:55.024,-0.12207,0.74365,-0.67773;
15:14:55.104,-0.11816,0.74585,-0.67627;
15:14:55.184,-0.11304,0.75415,-0.66846;
15:14:55.264,-0.11426,0.75244,-0.67017;
15:14:55.344,-0.11328,0.75293,-0.67017;
15:14:55.424,-0.11182,0.75220,-0.67383;
15:14:55.504,-0.10962,0.76807,-0.68799;
15:14:55.584,-0.12817,0.68994,-0.70166;
15:14:55.664,-0.13135,0.68628,-0.71069;
15:14:55.744,-0.12476,0.68872,-0.74341;
15:14:55.824,-0.12256,0.66113,-0.75610;
15:14:55.904,-0.12256,0.67603,-0.74927;
15:14:55.984,-0.13086,0.65088,-0.74316;
15:14:56.064,-0.12231,0.67188,-0.74341;
15:14:56.144,-0.12109,0.66772,-0.74854;
15:14:56.224,-0.11255,0.70435,-0.72778;
15:14:56.304,-0.11743,0.68408,-0.73755;
15:14:56.384,-0.12402,0.66260,-0.74512;
15:14:56.464,-0.09253,0.78491,-0.69751;
15:14:56.544,-0.10205,0.65308,-0.75879;
15:14:56.624,-0.13794,0.52344,-0.81641;
15:14:56.704,-0.12988,0.60303,-0.79248;
15:14:56.784,-0.11523,0.62354,-0.78955;
15:14:56.864,-0.11646,0.63306,-0.77637;
15:14:56.944,-0.11450,0.65356,-0.76099;
15:14:57.024,-0.10986,0.68042,-0.74390;
15:14:57.104,-0.10620,0.69482,-0.73633;
15:14:57.184,-0.10571,0.69019,-0.73633;
15:14:57.264,-0.10840,0.68530,-0.73706;
15:14:57.344,-0.10791,0.68774,-0.73633;
15:14:57.424,-0.10449,0.68652,-0.73608;
15:14:57.504,-0.10498,0.69531,-0.73267;
15:14:57.584,-0.10864,0.68628,-0.73389;
15:14:57.664,-0.10400,0.69263,-0.73242;
15:14:57.744,-0.10352,0.69604,-0.73120;
15:14:57.824,-0.10498,0.69385,-0.73120;
15:14:57.904,-0.10425,0.69409,-0.73169;
15:14:57.984,-0.10571,0.69629,-0.73047;
15:14:58.064,-0.10425,0.69580,-0.73120;
15:14:58.144,-0.10474,0.69531,-0.73096;
15:14:58.224,-0.10474,0.69531,-0.73169;
15:14:58.304,-0.10498,0.69678,-0.72974;
15:14:58.384,-0.10474,0.69629,-0.72925;
15:14:58.464,-0.10474,0.69580,-0.73071;
15:14:58.544,-0.10376,0.69507,-0.72998;
15:14:58.624,-0.10303,0.69580,-0.73022;
15:14:58.704,-0.10278,0.69775,-0.72949;
15:14:58.784,-0.10181,0.69629,-0.72974;
15:14:58.864,-0.09961,0.69995,-0.72876;
15:14:58.944,-0.09839,0.70239,-0.72852;
15:14:59.024,-0.09741,0.70264,-0.72729;
15:14:59.104,-0.09570,0.70386,-0.72607;
15:14:59.184,-0.09497,0.70679,-0.72632;
15:14:59.264,-0.09619,0.70386,-0.72534;
15:14:59.344,-0.09351,0.70850,-0.72412;
15:14:59.424,-0.09448,0.70581,-0.72583;
15:14:59.504,-0.09546,0.70508,-0.72510;
15:14:59.584,-0.09375,0.70581,-0.72461;
15:14:59.664,-0.09351,0.70532,-0.72607;
15:14:59.744,-0.09424,0.70679,-0.72534;
15:14:59.824,-0.09375,0.70654,-0.72461;
15:14:59.904,-0.09351,0.70752,-0.72485;
15:14:59.984,-0.09351,0.70776,-0.72485;
15:15:00.064,-0.09229,0.70825,-0.72461;
15:15:00.144,-0.09351,0.70630,-0.72388;
15:15:00.224,-0.09302,0.70630,-0.72534;
15:15:00.304,-0.09253,0.70825,-0.72461;
15:15:00.384,-0.09473,0.70483,-0.72485;
15:15:00.464,-0.09180,0.70825,-0.72437;
15:15:00.544,-0.09521,0.70874,-0.72412;
15:15:00.624,-0.09546,0.70435,-0.72632;
15:15:00.704,-0.09326,0.70923,-0.72461;
15:15:00.784,-0.09741,0.70361,-0.72559;
15:15:00.864,-0.09668,0.70581,-0.72559;
15:15:00.944,-0.09790,0.70483,-0.72607;
15:15:01.024,-0.09766,0.70410,-0.72632;
15:15:01.104,-0.09741,0.70703,-0.72583;
15:15:01.184,-0.09766,0.70288,-0.72632;
15:15:01.264,-0.09790,0.70654,-0.72559;
15:15:01.344,-0.09937,0.70483,-0.72534;
15:15:01.424,-0.09937,0.70337,-0.72607;
15:15:01.504,-0.10034,0.70313,-0.72681;
15:15:01.584,-0.09814,0.70483,-0.72510;
15:15:01.664,-0.09692,0.70581,-0.72485;
15:15:01.744,-0.09668,0.70483,-0.72510;
15:15:01.824,-0.09546,0.70557,-0.72485;
15:15:01.904,-0.09619,0.70679,-0.72485;
15:15:01.984,-0.09619,0.70679,-0.72412;
15:15:02.064,-0.09644,0.70679,-0.72412;
15:15:02.144,-0.09326,0.70850,-0.72461;
15:15:02.224,-0.09326,0.70654,-0.72363;
15:15:02.304,-0.09302,0.70776,-0.72437;
15:15:02.384,-0.09253,0.71045,-0.72339;
15:15:02.464,-0.09253,0.70776,-0.72314;
15:15:02.544,-0.09155,0.70850,-0.72363;
15:15:02.624,-0.09326,0.70850,-0.72339;
15:15:02.704,-0.09204,0.70947,-0.72388;
15:15:02.784,-0.09351,0.70923,-0.72388;
15:15:02.864,-0.09888,0.70850,-0.72388;
15:15:02.944,-0.25220,0.71289,-0.70288;
15:15:03.024,-0.23486,0.80078,-0.71143;
15:15:03.104,-0.22900,0.83374,-0.71313;
15:15:03.184,-0.23706,0.77051,-0.67432;
15:15:03.264,-0.13647,0.74585,-0.67261;
15:15:03.344,-0.17822,0.82495,-0.67920;
15:15:03.424,-0.20898,1.00537,-0.74121;
15:15:03.504,-0.17871,0.93555,-0.66431;
15:15:03.584,-0.28564,0.48462,-0.61572;
15:15:03.664,-0.30859,0.50391,-0.65137;
15:15:03.744,-0.29297,0.48438,-0.58667;
15:15:03.824,-0.32031,0.47510,-0.49268;
15:15:03.904,-0.42139,0.79614,-0.55859;
15:15:03.984,-0.43384,0.91724,-0.60474;
15:15:04.064,-0.37744,0.78394,-0.50244;
15:15:04.144,-0.33911,0.81567,-0.45825;
15:15:04.224,-0.36084,0.78687,-0.47632;
15:15:04.304,-0.36914,0.87085,-0.45996;
15:15:04.384,-0.39990,0.85449,-0.46167;
15:15:04.464,-0.38208,0.83447,-0.45654;
15:15:04.544,-0.39111,0.82227,-0.43726;
15:15:04.624,-0.39917,0.83545,-0.41431;
15:15:04.704,-0.40039,0.82422,-0.45557;
15:15:04.784,-0.39209,0.82007,-0.47974;
15:15:04.864,-0.39526,0.81128,-0.43750;
15:15:04.944,-0.38989,0.80493,-0.44214;
15:15:05.024,-0.38745,0.80078,-0.45068;
15:15:05.104,-0.39258,0.79346,-0.47021;
15:15:05.184,-0.40747,0.78906,-0.50952;
15:15:05.264,-0.42651,0.79565,-0.54541;
15:15:05.344,-0.41455,0.77832,-0.49072;
15:15:05.424,-0.40527,0.78076,-0.45386;
15:15:05.504,-0.40576,0.79272,-0.49146;
15:15:05.584,-0.40527,0.78979,-0.49292;
15:15:05.664,-0.40869,0.79053,-0.49023;
15:15:05.744,-0.40332,0.78516,-0.48633;
15:15:05.824,-0.40674,0.78979,-0.48389;
15:15:05.904,-0.40283,0.78931,-0.48364;
15:15:05.984,-0.40625,0.78613,-0.48633;
15:15:06.064,-0.40771,0.78735,-0.48706;
15:15:06.144,-0.40576,0.78735,-0.48828;
15:15:06.224,-0.40137,0.78735,-0.49023;
15:15:06.304,-0.40039,0.78955,-0.49316;
15:15:06.384,-0.40259,0.78760,-0.48779;
15:15:06.464,-0.40039,0.78979,-0.49072;
15:15:06.544,-0.39990,0.78857,-0.48730;
15:15:06.624,-0.40088,0.79077,-0.48560;
15:15:06.704,-0.40308,0.78906,-0.48560;
15:15:06.784,-0.40332,0.78979,-0.48315;
15:15:06.864,-0.40552,0.79321,-0.48633;
15:15:06.944,-0.40356,0.79321,-0.48340;
15:15:07.024,-0.40723,0.79053,-0.47827;
15:15:07.104,-0.40674,0.79077,-0.47974;
15:15:07.184,-0.40967,0.79492,-0.48047;
15:15:07.264,-0.40991,0.79199,-0.47729;
15:15:07.344,-0.40918,0.79297,-0.47852;
15:15:07.424,-0.41235,0.79370,-0.47461;
15:15:07.504,-0.41211,0.79346,-0.47437;
15:15:07.584,-0.41357,0.79590,-0.47827;
15:15:07.664,-0.41260,0.79614,-0.47388;
15:15:07.744,-0.41602,0.79492,-0.46655;
15:15:07.824,-0.41406,0.79590,-0.46924;
15:15:07.904,-0.41626,0.79517,-0.47290;
15:15:07.984,-0.41162,0.79224,-0.47632;
15:15:08.064,-0.40942,0.79126,-0.47827;
15:15:08.144,-0.40674,0.79102,-0.48315;
15:15:08.224,-0.40527,0.79028,-0.48608;
15:15:08.304,-0.40039,0.78687,-0.48901;
15:15:08.384,-0.39941,0.78979,-0.48853;
15:15:08.464,-0.39844,0.79077,-0.48950;
15:15:08.544,-0.39819,0.79028,-0.48950;
15:15:08.624,-0.39795,0.79077,-0.48853;
15:15:08.704,-0.39819,0.79053,-0.48804;
15:15:08.784,-0.39795,0.79028,-0.48779;
15:15:08.864,-0.39697,0.78882,-0.48755;
15:15:08.944,-0.39844,0.79053,-0.48926;
15:15:09.024,-0.39893,0.79077,-0.48584;
15:15:09.104,-0.39893,0.78760,-0.48779;
15:15:09.184,-0.40015,0.78979,-0.48877;
15:15:09.264,-0.40015,0.78833,-0.48804;
15:15:09.344,-0.39600,0.78735,-0.49048;
15:15:09.424,-0.39648,0.78931,-0.49097;
15:15:09.504,-0.39673,0.78906,-0.49072;
15:15:09.584,-0.39526,0.78979,-0.48975;
15:15:09.664,-0.39575,0.79004,-0.49048;
15:15:09.744,-0.39600,0.78906,-0.49072;
15:15:09.824,-0.39819,0.78906,-0.49023;
15:15:09.904,-0.39819,0.78979,-0.48950;
15:15:09.984,-0.39893,0.78882,-0.48877;
15:15:10.064,-0.39917,0.79053,-0.48584;
15:15:10.144,-0.40356,0.78931,-0.48364;
15:15:10.224,-0.40332,0.78955,-0.48413;
15:15:10.304,-0.40479,0.79297,-0.48267;
15:15:10.384,-0.40576,0.78955,-0.48242;
15:15:10.464,-0.40527,0.79150,-0.48511;
15:15:10.544,-0.40845,0.79102,-0.48218;
15:15:10.624,-0.40674,0.79004,-0.48267;
15:15:10.704,-0.40820,0.79248,-0.48047;
15:15:10.784,-0.40845,0.79175,-0.47803;
15:15:10.864,-0.40820,0.79468,-0.47852;
15:15:10.944,-0.41040,0.79395,-0.47510;
15:15:11.024,-0.41504,0.79395,-0.47412;
15:15:11.104,-0.41064,0.79663,-0.47021;
15:15:11.184,-0.41626,0.79517,-0.46582;
15:15:11.264,-0.41724,0.79272,-0.47070;
15:15:11.344,-0.41431,0.79443,-0.47217;
15:15:11.424,-0.41577,0.79028,-0.47925;
15:15:11.504,-0.40723,0.78906,-0.48389;
15:15:11.584,-0.40649,0.78906,-0.48364;
15:15:11.664,-0.40356,0.78857,-0.48975;
15:15:11.744,-0.40112,0.78931,-0.48853;
15:15:11.824,-0.39868,0.79102,-0.48779;
15:15:11.904,-0.39844,0.79077,-0.48901;
15:15:11.984,-0.39868,0.78857,-0.49048;
15:15:12.064,-0.39551,0.78906,-0.49438;
15:15:12.144,-0.39233,0.78906,-0.48975;
15:15:12.224,-0.39209,0.78979,-0.48804;
15:15:12.304,-0.39453,0.78833,-0.49121;
15:15:12.384,-0.39600,0.79004,-0.48877;
15:15:12.464,-0.39697,0.78931,-0.48999;
15:15:12.544,-0.39429,0.78711,-0.49097;
15:15:12.624,-0.39331,0.78857,-0.49146;
15:15:12.704,-0.39282,0.78979,-0.49048;
15:15:12.784,-0.39355,0.79004,-0.49023;
15:15:12.864,-0.39160,0.78979,-0.49023;
15:15:12.944,-0.39258,0.79004,-0.49194;
15:15:13.024,-0.39063,0.78809,-0.49316;
15:15:13.104,-0.39185,0.78955,-0.49487;
15:15:13.184,-0.39380,0.79126,-0.48999;
15:15:13.264,-0.39453,0.78833,-0.49097;
15:15:13.344,-0.39575,0.79150,-0.48926;
15:15:13.424,-0.39771,0.79028,-0.48560;
15:15:13.504,-0.39722,0.79126,-0.48706;
15:15:13.584,-0.39551,0.79395,-0.48608;
15:15:13.664,-0.39917,0.79199,-0.48267;
15:15:13.744,-0.40649,0.79248,-0.47974;
15:15:13.824,-0.40649,0.79395,-0.47827;
15:15:13.904,-0.40161,0.79761,-0.47949;
15:15:13.984,-0.40527,0.79834,-0.47949;
15:15:14.064,-0.40698,0.79736,-0.46533;
15:15:14.144,-0.39990,0.79785,-0.46118;
15:15:14.224,-0.40552,0.80469,-0.46118;
15:15:14.304,-0.40942,0.80249,-0.46021;
15:15:14.384,-0.41260,0.80640,-0.45996;
15:15:14.464,-0.41724,0.80322,-0.45166;
15:15:14.544,-0.41675,0.80371,-0.44946;
15:15:14.624,-0.41870,0.80542,-0.45044;
15:15:14.704,-0.41602,0.80273,-0.45093;
15:15:14.784,-0.41382,0.80566,-0.45605;
15:15:14.864,-0.41260,0.80054,-0.45825;
15:15:14.944,-0.40820,0.80371,-0.46143;
15:15:15.024,-0.40161,0.80078,-0.46924;
15:15:15.104,-0.40332,0.79907,-0.47290;
15:15:15.184,-0.40063,0.79883,-0.47290;
15:15:15.264,-0.39624,0.79663,-0.47803;
15:15:15.344,-0.39478,0.79736,-0.47949;
15:15:15.424,-0.39233,0.79736,-0.48120;
15:15:15.504,-0.38940,0.79517,-0.48486;
15:15:15.584,-0.38794,0.79517,-0.48535;
15:15:15.664,-0.38818,0.79541,-0.48608;
15:15:15.744,-0.38647,0.79565,-0.48657;
15:15:15.824,-0.38770,0.79663,-0.48560;
15:15:15.904,-0.38721,0.79541,-0.48438;
15:15:15.984,-0.38892,0.79541,-0.48511;
15:15:16.064,-0.38867,0.79443,-0.48633;
15:15:16.144,-0.38745,0.79541,-0.48511;
15:15:16.224,-0.38867,0.79663,-0.48438;
15:15:16.304,-0.38818,0.79492,-0.48413;
15:15:16.384,-0.38818,0.79663,-0.48242;
15:15:16.464,-0.38843,0.79517,-0.48364;
15:15:16.544,-0.38892,0.79419,-0.48657;
15:15:16.624,-0.38843,0.79492,-0.48706;
15:15:16.704,-0.38696,0.79468,-0.48657;
15:15:16.784,-0.38916,0.79517,-0.48608;
15:15:16.864,-0.39087,0.79565,-0.48389;
15:15:16.944,-0.39087,0.79565,-0.48438;
15:15:17.024,-0.39209,0.79590,-0.48291;
15:15:17.104,-0.39355,0.79663,-0.48145;
15:15:17.184,-0.39551,0.79858,-0.47656;
15:15:17.264,-0.39673,0.79639,-0.47656;
15:15:17.344,-0.39746,0.80005,-0.47314;
15:15:17.424,-0.40088,0.79907,-0.47534;
15:15:17.504,-0.40112,0.80151,-0.47876;
15:15:17.584,-0.40674,0.80420,-0.47363;
15:15:17.664,-0.40356,0.80298,-0.46460;
15:15:17.744,-0.44775,0.83960,-0.47949;
15:15:17.824,-0.48853,0.86255,-0.47852;
15:15:17.904,-0.50244,0.82178,-0.43213;
15:15:17.984,-0.50073,0.68750,-0.29980;
15:15:18.064,-0.47974,0.64209,0.01538;
15:15:18.144,-0.52319,0.77075,0.40601;
15:15:18.224,-0.53760,0.79688,0.64136;
15:15:18.304,-0.57837,0.58301,0.71729;
15:15:18.384,-0.55835,0.41772,0.76978;
15:15:18.464,-0.53442,0.36621,0.78955;
15:15:18.544,-0.58398,0.24902,0.73779;
15:15:18.624,-0.53149,0.21899,0.78833;
15:15:18.704,-0.50415,0.15332,0.89111;
15:15:18.784,-0.48779,0.05591,0.88965;
15:15:18.864,-0.44971,-0.00269,0.86670;
15:15:18.944,-0.42285,-0.08228,0.88086;
15:15:19.024,-0.40503,-0.13403,0.92114;
15:15:19.104,-0.39722,-0.11841,0.91650;
15:15:19.184,-0.40356,-0.13159,0.90332;
15:15:19.264,-0.39551,-0.15430,0.91260;
15:15:19.344,-0.36597,-0.13184,0.91699;
15:15:19.424,-0.36377,-0.13086,0.93799;
15:15:19.504,-0.35400,-0.09106,0.93726;
15:15:19.584,-0.34131,-0.07153,0.93286;
15:15:19.664,-0.33130,-0.08105,0.95313;
15:15:19.744,-0.31372,-0.09058,0.96875;
15:15:19.824,-0.31128,-0.07983,0.97070;
15:15:19.904,-0.31421,-0.07129,0.96362;
15:15:19.984,-0.31152,-0.07129,0.96680;
15:15:20.064,-0.31201,-0.06714,0.95972;
15:15:20.144,-0.30957,-0.05957,0.96094;
15:15:20.224,-0.31348,-0.06030,0.96411;
15:15:20.304,-0.32056,-0.05835,0.95239;
15:15:20.384,-0.31372,-0.04761,0.95190;
15:15:20.464,-0.32861,-0.05811,0.95825;
15:15:20.544,-0.32471,-0.04736,0.95020;
